Entity,Code,Year,Population
Aachen,05313,2020,
Aachen,05354,2020,
Aachen,05313,2021,
Aachen,05354,2021,
Aachen,05313,2022,
Aachen,05354,2022,
Aachen,05313,2023,
Aachen,05354,2023,
Aachen,05313,2024,
Aachen,05354,2024,
Ahrweiler,07131,2020,130479.0
Ahrweiler,07131,2021,128146.0
Ahrweiler,07131,2022,127881.0
Ahrweiler,07131,2023,128546.0
Ahrweiler,07131,2024,129353.0
Aichach-Friedberg,09771,2020,135024.0
Aichach-Friedberg,09771,2021,135538.0
Aichach-Friedberg,09771,2022,135133.0
Aichach-Friedberg,09771,2023,136430.0
Aichach-Friedberg,09771,2024,136803.0
Alb-Donau-Kreis,08425,2020,198204.0
Alb-Donau-Kreis,08425,2021,199732.0
Alb-Donau-Kreis,08425,2022,200294.0
Alb-Donau-Kreis,08425,2023,201769.0
Alb-Donau-Kreis,08425,2024,202354.0
Altenburger Land,16077,2020,88356.0
Altenburger Land,16077,2021,87807.0
Altenburger Land,16077,2022,88034.0
Altenburger Land,16077,2023,87955.0
Altenburger Land,16077,2024,87508.0
Altenkirchen (Westerwald),07132,2020,129087.0
Altenkirchen (Westerwald),07132,2021,129261.0
Altenkirchen (Westerwald),07132,2022,131657.0
Altenkirchen (Westerwald),07132,2023,132149.0
Altenkirchen (Westerwald),07132,2024,132125.0
Altmarkkreis Salzwedel,15081,2020,82687.0
Altmarkkreis Salzwedel,15081,2021,81986.0
Altmarkkreis Salzwedel,15081,2022,81369.0
Altmarkkreis Salzwedel,15081,2023,80780.0
Altmarkkreis Salzwedel,15081,2024,79980.0
Altmarkkreis Salzwedel (bis 30.06.2007),15370,2020,
Altmarkkreis Salzwedel (bis 30.06.2007),15370,2021,
Altmarkkreis Salzwedel (bis 30.06.2007),15370,2022,
Altmarkkreis Salzwedel (bis 30.06.2007),15370,2023,
Altmarkkreis Salzwedel (bis 30.06.2007),15370,2024,
Altötting,09171,2020,111654.0
Altötting,09171,2021,112116.0
Altötting,09171,2022,112296.0
Altötting,09171,2023,113018.0
Altötting,09171,2024,113938.0
Alzey-Worms,07331,2020,130715.0
Alzey-Worms,07331,2021,131330.0
Alzey-Worms,07331,2022,129893.0
Alzey-Worms,07331,2023,130794.0
Alzey-Worms,07331,2024,131238.0
Amberg,09361,2020,42052.0
Amberg,09361,2021,41994.0
Amberg,09361,2022,42080.0
Amberg,09361,2023,42217.0
Amberg,09361,2024,42553.0
Amberg-Sulzbach,09371,2020,102998.0
Amberg-Sulzbach,09371,2021,103277.0
Amberg-Sulzbach,09371,2022,103621.0
Amberg-Sulzbach,09371,2023,104127.0
Amberg-Sulzbach,09371,2024,103982.0
Ammerland,03451,2020,125643.0
Ammerland,03451,2021,126475.0
Ammerland,03451,2022,126390.0
Ammerland,03451,2023,127292.0
Ammerland,03451,2024,127751.0
Anhalt-Bitterfeld,15082,2020,157217.0
Anhalt-Bitterfeld,15082,2021,155900.0
Anhalt-Bitterfeld,15082,2022,154366.0
Anhalt-Bitterfeld,15082,2023,153801.0
Anhalt-Bitterfeld,15082,2024,153035.0
Anhalt-Zerbst,15151,2020,
Anhalt-Zerbst,15151,2021,
Anhalt-Zerbst,15151,2022,
Anhalt-Zerbst,15151,2023,
Anhalt-Zerbst,15151,2024,
Annaberg,14171,2020,
Annaberg,14171,2021,
Annaberg,14171,2022,
Annaberg,14171,2023,
Annaberg,14171,2024,
Ansbach,09561,2020,41681.0
Ansbach,09571,2020,185316.0
Ansbach,09561,2021,41662.0
Ansbach,09571,2021,186279.0
Ansbach,09561,2022,39596.0
Ansbach,09571,2022,186359.0
Ansbach,09561,2023,39700.0
Ansbach,09571,2023,187340.0
Ansbach,09561,2024,40742.0
Ansbach,09571,2024,187633.0
Aschaffenburg,09661,2020,70858.0
Aschaffenburg,09671,2020,174658.0
Aschaffenburg,09661,2021,71381.0
Aschaffenburg,09671,2021,174965.0
Aschaffenburg,09661,2022,72054.0
Aschaffenburg,09671,2022,170651.0
Aschaffenburg,09661,2023,72554.0
Aschaffenburg,09671,2023,170856.0
Aschaffenburg,09661,2024,73091.0
Aschaffenburg,09671,2024,170945.0
Aschersleben-Staßfurt,15352,2020,
Aschersleben-Staßfurt,15352,2021,
Aschersleben-Staßfurt,15352,2022,
Aschersleben-Staßfurt,15352,2023,
Aschersleben-Staßfurt,15352,2024,
Aue-Schwarzenberg,14191,2020,
Aue-Schwarzenberg,14191,2021,
Aue-Schwarzenberg,14191,2022,
Aue-Schwarzenberg,14191,2023,
Aue-Schwarzenberg,14191,2024,
Augsburg,09761,2020,295830.0
Augsburg,09772,2020,255900.0
Augsburg,09761,2021,296478.0
Augsburg,09772,2021,257790.0
Augsburg,09761,2022,296706.0
Augsburg,09772,2022,259302.0
Augsburg,09761,2023,298972.0
Augsburg,09772,2023,261600.0
Augsburg,09761,2024,301105.0
Augsburg,09772,2024,262811.0
Aurich,03452,2020,190178.0
Aurich,03452,2021,190425.0
Aurich,03452,2022,188402.0
Aurich,03452,2023,188960.0
Aurich,03452,2024,188816.0
Bad Doberan,13051,2020,
Bad Doberan,13051,2021,
Bad Doberan,13051,2022,
Bad Doberan,13051,2023,
Bad Doberan,13051,2024,
Bad Dürkheim,07332,2020,133004.0
Bad Dürkheim,07332,2021,133206.0
Bad Dürkheim,07332,2022,134032.0
Bad Dürkheim,07332,2023,134221.0
Bad Dürkheim,07332,2024,134329.0
Bad Kissingen,09672,2020,103169.0
Bad Kissingen,09672,2021,103454.0
Bad Kissingen,09672,2022,103088.0
Bad Kissingen,09672,2023,103447.0
Bad Kissingen,09672,2024,103489.0
Bad Kreuznach,07133,2020,158746.0
Bad Kreuznach,07133,2021,159402.0
Bad Kreuznach,07133,2022,163979.0
Bad Kreuznach,07133,2023,164564.0
Bad Kreuznach,07133,2024,164748.0
Bad Tölz-Wolfratshausen,09173,2020,128212.0
Bad Tölz-Wolfratshausen,09173,2021,127919.0
Bad Tölz-Wolfratshausen,09173,2022,129062.0
Bad Tölz-Wolfratshausen,09173,2023,129787.0
Bad Tölz-Wolfratshausen,09173,2024,130248.0
Baden-Baden,08211,2020,55449.0
Baden-Baden,08211,2021,55527.0
Baden-Baden,08211,2022,56094.0
Baden-Baden,08211,2023,56526.0
Baden-Baden,08211,2024,56881.0
Bamberg,09461,2020,76674.0
Bamberg,09471,2020,147497.0
Bamberg,09461,2021,77749.0
Bamberg,09471,2021,147697.0
Bamberg,09461,2022,74405.0
Bamberg,09471,2022,147269.0
Bamberg,09461,2023,75087.0
Bamberg,09471,2023,148017.0
Bamberg,09461,2024,77150.0
Bamberg,09471,2024,147777.0
Barnim,12060,2020,187343.0
Barnim,12060,2021,188835.0
Barnim,12060,2022,191525.0
Barnim,12060,2023,192776.0
Barnim,12060,2024,194169.0
Bautzen,14272,2020,
Bautzen,14625,2020,298010.0
Bautzen,14272,2021,
Bautzen,14625,2021,296290.0
Bautzen,14272,2022,
Bautzen,14625,2022,295917.0
Bautzen,14272,2023,
Bautzen,14625,2023,294746.0
Bautzen,14272,2024,
Bautzen,14625,2024,292608.0
Bayreuth,09462,2020,74048.0
Bayreuth,09472,2020,103679.0
Bayreuth,09462,2021,73909.0
Bayreuth,09472,2021,103648.0
Bayreuth,09462,2022,72661.0
Bayreuth,09472,2022,103106.0
Bayreuth,09462,2023,73074.0
Bayreuth,09472,2023,103269.0
Bayreuth,09462,2024,72940.0
Bayreuth,09472,2024,103215.0
Berchtesgadener Land,09172,2020,106327.0
Berchtesgadener Land,09172,2021,106389.0
Berchtesgadener Land,09172,2022,104372.0
Berchtesgadener Land,09172,2023,105108.0
Berchtesgadener Land,09172,2024,105292.0
Bergstraße,06431,2020,271015.0
Bergstraße,06431,2021,271166.0
Bergstraße,06431,2022,273288.0
Bergstraße,06431,2023,274484.0
Bergstraße,06431,2024,274169.0
Berlin,11000,2020,3664088.0
Berlin,11000,2021,3677472.0
Berlin,11000,2022,3632853.0
Berlin,11000,2023,3662381.0
Berlin,11000,2024,3685265.0
Bernburg,15153,2020,
Bernburg,15153,2021,
Bernburg,15153,2022,
Bernburg,15153,2023,
Bernburg,15153,2024,
Bernkastel-Wittlich,07231,2020,112685.0
Bernkastel-Wittlich,07231,2021,113194.0
Bernkastel-Wittlich,07231,2022,113299.0
Bernkastel-Wittlich,07231,2023,113327.0
Bernkastel-Wittlich,07231,2024,113187.0
Biberach,08426,2020,202250.0
Biberach,08426,2021,203244.0
Biberach,08426,2022,205073.0
Biberach,08426,2023,206783.0
Biberach,08426,2024,207415.0
Bielefeld,05711,2020,333509.0
Bielefeld,05711,2021,334002.0
Bielefeld,05711,2022,331385.0
Bielefeld,05711,2023,331519.0
Bielefeld,05711,2024,331605.0
Birkenfeld,07134,2020,80830.0
Birkenfeld,07134,2021,80849.0
Birkenfeld,07134,2022,82350.0
Birkenfeld,07134,2023,82622.0
Birkenfeld,07134,2024,82611.0
Bitterfeld,15154,2020,
Bitterfeld,15154,2021,
Bitterfeld,15154,2022,
Bitterfeld,15154,2023,
Bitterfeld,15154,2024,
Bochum,05911,2020,364454.0
Bochum,05911,2021,363441.0
Bochum,05911,2022,356209.0
Bochum,05911,2023,357024.0
Bochum,05911,2024,358676.0
Bodenseekreis,08435,2020,217901.0
